product_id,image_path,ocr_text,ocr_text_cleaned
B0863FR3S9,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0863FR3S9_allsrp_img6.jpg,">

BATTERY LIFE

Up to 30 hrs of battery life’
19 rrin charge for 5 heurs ef payback)
Quick charging

0 rin charge “or hours ef pay",BATTERY LIFE    hrs  battery life  rrin charge for  heurs  payback Quick charging  rin charge  hours  pay
B0863FR3S9,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0863FR3S9_allsrp_img7.jpg,"IN THE BOX
°USB Type-C Cable
«Headphone Cable

«Carry Case
«Adaptor Plug
at |",THE BOX USB Type- Cable Headphone Cable Carry Case Adaptor Plug
B0B4G44RFS,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0B4G44RFS_allsrp_img1.jpg,,
B0B4G44RFS,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0B4G44RFS_allsrp_img2.jpg,MONSTER BASS,MONSTER BASS
B0B4G44RFS,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0B4G44RFS_allsrp_img3.jpg,RUBBER FINISH,RUBBER FINISH
B0B4G44RFS,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0B4G44RFS_allsrp_img4.jpg,,
B0B4G44RFS,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0B4G44RFS_allsrp_img5.jpg,"CALL FUNCTION
3.5mm AUDIO JACK",CALL FUNCTION .5mm AUDIO JACK
B0B4G44RFS,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0B4G44RFS_allsrp_img6.jpg,,
B0B4G44RFS,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0B4G44RFS_allsrp_img7.jpg,,
B0D3TMKMYN,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D3TMKMYN_allsrp_img1.jpg,"me LISTEN LONGER

Up to 30-hours battery life with quick charging*

(3 min. charge for up to 90 mins of listening)

* Actual performance varies based on settings, environmental conditions, storage and usage. Batteries are consumable products, and
their capacity degrades over time as they age. Sony does not guarantee the life span of the battery.","LISTEN LONGER   -hours battery life with quick charging  min. charge for    mins  listening  Actual performance varies based  settings, environmental conditions, storage and usage. Batteries are consumable products, and their capacity degrades over time  they age. Sony does not guarantee the life span  the battery."
B0D3TMKMYN,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D3TMKMYN_allsrp_img2.jpg,,
B0D3TMKMYN,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D3TMKMYN_allsrp_img3.jpg,,
B0D3TMKMYN,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D3TMKMYN_allsrp_img4.jpg,"NC 4 (>) 389 DSEE Multi Point

50 Hrs- ANC Off J REALITY Extreme Connectivity

30 Hrs- With ANC :

Sony | Headphones
Connect App

| alexa built-in | B® Si: |",389 DSEE Multi Point  Hrs- ANC Off  REALITY Extreme Connectivity  Hrs- With ANC  Sony  Headphones Connect App  alexa built-
B0D3TMKMYN,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D3TMKMYN_allsrp_img5.jpg,"TusITEL +

YC] OSEE Multé Point

Ext sin Connectivity

se ~",TusITEL   OSEE Multé Point Ext sin Connectivity
B0D3TMKMYN,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D3TMKMYN_allsrp_img6.jpg,"Get closer to your! Te a orite r music with
dual noise cancelling technology",Get closer  your   orite  music with dual noise cancelling technology
B0D3TMKMYN,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D3TMKMYN_allsrp_img7.jpg,"COMFORTABLE DESIGN

Smooth cushions that comfortably hilt
mold to your ears »

yobQ 4 r A
wm

0 Begs:",COMFORTABLE DESIGN Smooth cushions that comfortably hilt mold  your ears  yobQ      Begs
B08QTVL6C5,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08QTVL6C5_allsrp_img1.jpg,,
B08QTVL6C5,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08QTVL6C5_allsrp_img2.jpg,"2S Bluetooth’

sOLSINAL",Bluetooth sOLSINAL
B08QTVL6C5,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08QTVL6C5_allsrp_img3.jpg,,
B08QTVL6C5,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08QTVL6C5_allsrp_img4.jpg,,
B08QTVL6C5,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08QTVL6C5_allsrp_img5.jpg,,
B08QTVL6C5,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08QTVL6C5_allsrp_img6.jpg,,
B08QTVL6C5,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08QTVL6C5_allsrp_img7.jpg,OA,
B0CCZ26B5V,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCZ26B5V_allsrp_img1.jpg,"WUT
HEU ET EG NS",WUT HEU
B0CCZ26B5V,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCZ26B5V_allsrp_img2.jpg,,
B0CCZ26B5V,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCZ26B5V_allsrp_img3.jpg,"All-day
comfort. Fy.
p",All-day comfort. .
B0CCZ26B5V,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCZ26B5V_allsrp_img4.jpg,,
B0CCZ26B5V,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCZ26B5V_allsrp_img5.jpg,,
B0CCZ26B5V,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCZ26B5V_allsrp_img6.jpg,,
B0CCZ26B5V,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCZ26B5V_allsrp_img7.jpg,,
B0D4ZCH5HS,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D4ZCH5HS_allsrp_img1.jpg,,
B0D4ZCH5HS,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D4ZCH5HS_allsrp_img2.jpg,,
B0D4ZCH5HS,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D4ZCH5HS_allsrp_img3.jpg,N,
B0D4ZCH5HS,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D4ZCH5HS_allsrp_img4.jpg,,
B0D4ZCH5HS,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D4ZCH5HS_allsrp_img5.jpg,,
B0D4ZCH5HS,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D4ZCH5HS_allsrp_img6.jpg,,
B0D4ZCH5HS,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D4ZCH5HS_allsrp_img7.jpg,,
B0C6KKQ7ND,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0C6KKQ7ND_allsrp_img1.jpg,"WORRY-FREE JOURNEY

Playtime with ANC On,

Playtime with ANC Off.

_/ -_","WORRY-FREE JOURNEY Playtime with ANC , Playtime with ANC Off.  -"
B0C6KKQ7ND,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0C6KKQ7ND_allsrp_img2.jpg,"8° FLOATING-AXIS
DESIGN

Effortlessly conforms to any
head for a natural fit",FLOATING-AXIS DESIGN Effortlessly conforms  any head for  natural fit
B0C6KKQ7ND,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0C6KKQ7ND_allsrp_img3.jpg,"CRISP, HI-RES
SOUND

Indulge in LDAC and 40mm.
customized dynamic drivers.“ , q
+
— ‘.
wy)
me","CRISP, -RES SOUND Indulge  LDAC and 40mm. customized dynamic drivers. ,    ."
B0C6KKQ7ND,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0C6KKQ7ND_allsrp_img4.jpg,"UPGRADED NOISE
CANCELLING
STRUCTURE

2X stronger at reducing voices. *

a

te \ ‘a s
Maye ad
~ 2
as. Uy :
ee aan",UPGRADED NOISE CANCELLING STRUCTURE  stronger  reducing voices.       Maye    .    aan
B0C6KKQ7ND,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0C6KKQ7ND_allsrp_img5.jpg,,
B0C6KKQ7ND,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0C6KKQ7ND_allsrp_img6.jpg,"UPGRADED NOISE
CANCELLING
STRUCTURE

2Kocn

£ \S yu",UPGRADED NOISE CANCELLING STRUCTURE 2Kocn
B0C6KKQ7ND,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0C6KKQ7ND_allsrp_img7.jpg,"CRISP, HI-RES
SOUND

Indulge in LDAC and 40mm
customized dynamic drivers.","CRISP, -RES SOUND Indulge  LDAC and 40mm customized dynamic drivers."
B08G1ZBKGP,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08G1ZBKGP_allsrp_img1.jpg,,
B08G1ZBKGP,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08G1ZBKGP_allsrp_img2.jpg,,
B08G1ZBKGP,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08G1ZBKGP_allsrp_img3.jpg,,
B08G1ZBKGP,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08G1ZBKGP_allsrp_img4.jpg,,
B0CQKDKPS6,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CQKDKPS6_allsrp_img1.jpg,"Sound that
transports you

Sennheiser aptX
signature sound Adaptive",Sound that transports you Sennheiser aptX signature sound Adaptive
B0CQKDKPS6,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CQKDKPS6_allsrp_img2.jpg,"Tailor your
sound

Built-in Sound
equalizer personalization",Tailor your sound Built- Sound equalizer personalization
B0CQKDKPS6,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CQKDKPS6_allsrp_img3.jpg,"Smart
comfortable :
design Intuitwe Ergonomic bods

touch control samfart fiat",Smart comfortable  design Intuitwe Ergonomic bods touch control samfart fiat
B0CQKDKPS6,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CQKDKPS6_allsrp_img4.jpg,"I meee ar coe a

H
ry

OH)

Round-the-
clock freedom

Battery

Ultra-fast
life

charging",meee  coe     Round-the- clock freedom Battery Ultra-fast life charging
B0CQKDKPS6,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CQKDKPS6_allsrp_img5.jpg,,
B0CQKDKPS6,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CQKDKPS6_allsrp_img6.jpg,"Hear the world

on your terms

Transparency

Hybri
adaptive ANC

mode",Hear the world  your terms Transparency Hybri adaptive ANC mode
B0CQKDKPS6,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CQKDKPS6_allsrp_img7.jpg,"Smart
comfortable
desig Nn Intuitive Ergonomic Folds

touch control comfort flat",Smart comfortable desig  Intuitive Ergonomic Folds touch control comfort flat
B00HVLUR86,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B00HVLUR86_allsrp_img1.jpg,,
B00HVLUR86,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B00HVLUR86_allsrp_img2.jpg,,
B00HVLUR86,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B00HVLUR86_allsrp_img3.jpg,,
B00HVLUR86,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B00HVLUR86_allsrp_img4.jpg,,
B00HVLUR86,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B00HVLUR86_allsrp_img5.jpg,,
B00HVLUR86,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B00HVLUR86_allsrp_img6.jpg,,
B00HVLUR86,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B00HVLUR86_allsrp_img7.jpg,"estmeasna MDOT Ws Nar

ee",estmeasna MDOT  Nar
B0D3LGQ841,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D3LGQ841_allsrp_img1.jpg,,
B0D3LGQ841,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D3LGQ841_allsrp_img2.jpg,"‘a

Use your
headphone
controls Volume music cal",Use your headphone controls Volume music cal
B0D3LGQ841,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D3LGQ841_allsrp_img3.jpg,,
B0D3LGQ841,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D3LGQ841_allsrp_img4.jpg,,
B0D3LGQ841,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D3LGQ841_allsrp_img5.jpg,"af :

wd

Yy ""
fo

Audio all day

and more",Audio all day and more
B0D3LGQ841,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D3LGQ841_allsrp_img6.jpg,"Low latency
stays in sync

High quality Clear calls
streaming",Low latency stays  sync High quality Clear calls streaming
B0D3LGQ841,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0D3LGQ841_allsrp_img7.jpg,"Use your
headphone | |
controls Volume Music Call

control control control",Use your headphone   controls Volume Music Call control control control
B07L8LTS3J,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B07L8LTS3J_allsrp_img1.jpg,WITH LOW LATENCY,WITH LOW LATENCY
B07L8LTS3J,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B07L8LTS3J_allsrp_img2.jpg,"60Hrs* Playback

* at 50% Volume",60Hrs Playback   % Volume
B07L8LTS3J,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B07L8LTS3J_allsrp_img3.jpg,,
B07L8LTS3J,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B07L8LTS3J_allsrp_img4.jpg,"Dual Paring

Zebronics for life
Janhwi Kapoor",Dual Paring Zebronics for life Janhwi Kapoor
B07L8LTS3J,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B07L8LTS3J_allsrp_img5.jpg,"NN %
~~,
FE;

Gaming Mode","% ,  Gaming Mode"
B07L8LTS3J,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B07L8LTS3J_allsrp_img6.jpg,,
B07L8LTS3J,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B07L8LTS3J_allsrp_img7.jpg,,
B0CGR7XRYW,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CGR7XRYW_allsrp_img1.jpg,,
B0CGR7XRYW,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CGR7XRYW_allsrp_img2.jpg,,
B0CGR7XRYW,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CGR7XRYW_allsrp_img3.jpg,,
B0CGR7XRYW,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CGR7XRYW_allsrp_img4.jpg,"Explore your
sound

Sennheiser
signature sound",Explore your sound Sennheiser signature sound
B0CGR7XRYW,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CGR7XRYW_allsrp_img5.jpg,"Set the tune
of your day

Seund
modes",Set the tune  your day Seund modes
B0CGR7XRYW,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CGR7XRYW_allsrp_img6.jpg,"Every day, any
environment

Hybrid Transparency
ANC mode","Every day, any environment Hybrid Transparency ANC mode"
B0CGR7XRYW,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CGR7XRYW_allsrp_img7.jpg,"Set the tune
of your day

Built-in Sound
equalizer modes",Set the tune  your day Built- Sound equalizer modes
B08TV2P1N8,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08TV2P1N8_allsrp_img1.jpg,,
B08TV2P1N8,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08TV2P1N8_allsrp_img2.jpg,,
B08TV2P1N8,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08TV2P1N8_allsrp_img3.jpg,"GET OVER THE AIR UPDATES AND ONE TAP FIX

SCAN THE QR CODE TO DOWNLOAD
boAt HEARABLES APP",GET OVER THE AIR UPDATES AND ONE TAP FIX SCAN THE  CODE  DOWNLOAD boAt HEARABLES APP
B08TV2P1N8,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08TV2P1N8_allsrp_img4.jpg,"ates

-
or",ates -
B08TV2P1N8,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08TV2P1N8_allsrp_img5.jpg,"ASAP™ CHARGE

20 HRS
PLAYTIME

10 ving

CHARGE",ASAP CHARGE  HRS PLAYTIME  ving CHARGE
B08TV2P1N8,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08TV2P1N8_allsrp_img6.jpg,"60 HRS PLAYTIME

NON STOP MUSIC",HRS PLAYTIME NON STOP MUSIC
B08TV2P1N8,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B08TV2P1N8_allsrp_img7.jpg,,
B09ZJ45J7L,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B09ZJ45J7L_allsrp_img1.jpg,Foldable Earcups,Foldable Earcups
B09ZJ45J7L,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B09ZJ45J7L_allsrp_img2.jpg,,
B09ZJ45J7L,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B09ZJ45J7L_allsrp_img3.jpg,Call Function,Call Function
B09ZJ45J7L,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B09ZJ45J7L_allsrp_img4.jpg,,
B09ZJ45J7L,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B09ZJ45J7L_allsrp_img5.jpg,,
B09ZJ45J7L,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B09ZJ45J7L_allsrp_img6.jpg,,
B09ZJ45J7L,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B09ZJ45J7L_allsrp_img7.jpg,,
B0CC8SBFFR,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CC8SBFFR_allsrp_img1.jpg,,
B0CC8SBFFR,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CC8SBFFR_allsrp_img2.jpg,boAt Signature Sound,boAt Signature Sound
B0CC8SBFFR,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CC8SBFFR_allsrp_img3.jpg,"ENx™ Technology

(Clear Voice Calls)",ENx Technology Clear Voice Calls
B0CC8SBFFR,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CC8SBFFR_allsrp_img4.jpg,"ENx™ Technology

(Clear Voice Calls)",ENx Technology Clear Voice Calls
B0CC8SBFFR,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CC8SBFFR_allsrp_img5.jpg,,
B0CC8SBFFR,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CC8SBFFR_allsrp_img6.jpg,"Up To 30 HRS Playtime

1OMINS {7% IO HRS
ASAP™ CHARGE {PLAYTIME",HRS Playtime 1OMINS %  HRS ASAP CHARGE PLAYTIME
B0CC8SBFFR,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CC8SBFFR_allsrp_img7.jpg,,
B0DCNWN8NZ,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0DCNWN8NZ_allsrp_img1.jpg,mrererstriettrad,mrererstriettrad
B0DCNWN8NZ,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0DCNWN8NZ_allsrp_img2.jpg,"ARERR,
LRRAROAR","ARERR, LRRAROAR"
B0DCNWN8NZ,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0DCNWN8NZ_allsrp_img3.jpg,,
B0DCNWN8NZ,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0DCNWN8NZ_allsrp_img4.jpg,,
B0DCNWN8NZ,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0DCNWN8NZ_allsrp_img5.jpg,,
B0DCNWN8NZ,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0DCNWN8NZ_allsrp_img6.jpg,,
B0DCNWN8NZ,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0DCNWN8NZ_allsrp_img7.jpg,,
B07QJYB8BC,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B07QJYB8BC_allsrp_img1.jpg,,
B07QJYB8BC,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B07QJYB8BC_allsrp_img2.jpg,"=) Sand Blast Texture

Chamfered Finish",Sand Blast Texture Chamfered Finish
B07QJYB8BC,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B07QJYB8BC_allsrp_img3.jpg,"! Oy» ' Anti-slip Design

i"" li : Metal Sound Chamber",Anti-slip Design    Metal Sound Chamber
B07QJYB8BC,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B07QJYB8BC_allsrp_img4.jpg,"Sand Blast Texture

Na

Chamfered Finish",Sand Blast Texture  Chamfered Finish
B07QJYB8BC,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B07QJYB8BC_allsrp_img5.jpg,,
B07QJYB8BC,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B07QJYB8BC_allsrp_img6.jpg,"QO inbuit mic
{ One-touch play button

Strong L-shaped Aux",inbuit mic  One-touch play button Strong -shaped Aux
B07QJYB8BC,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B07QJYB8BC_allsrp_img7.jpg,"rd) P| 4 selon

Oy» Antisiip Design

of Metal Sound Chamber",selon  Antisiip Design  Metal Sound Chamber
B0CD4BRZXW,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CD4BRZXW_allsrp_img1.jpg,"5s Fast Assemble

OIVO INDIA HEADPHONE STAND",Fast Assemble OIVO INDIA HEADPHONE STAND
B0CD4BRZXW,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CD4BRZXW_allsrp_img2.jpg,IN THE BOX,THE BOX
B0CD4BRZXW,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CD4BRZXW_allsrp_img3.jpg,,
B0CD4BRZXW,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CD4BRZXW_allsrp_img4.jpg,"PRODUCT DETAILS (HEADPHONE NOT INCLUDED)

: g§ Push plate

@ The bracket push plate ns
made of TPU materal, which

‘STAND

le
suilobie for protecting
headphones

; Be | Aluminum alloy /

tquippeo wnt sanavinting na @
arodieing treatment, simpie and
Patural swnpte and generous

STAND

@®)
es Anti-slip design

ms @

STAND","PRODUCT DETAILS HEADPHONE NOT INCLUDED   Push plate  The bracket push plate  made  TPU materal, which STAND  suilobie for protecting headphones    Aluminum alloy  tquippeo wnt sanavinting   arodieing treatment, simpie and Patural swnpte and generous STAND   Anti-slip design   STAND"
B0CD4BRZXW,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CD4BRZXW_allsrp_img5.jpg,"5s Fast Assemble

OIVO INDIA HEADPHONE STAND",Fast Assemble OIVO INDIA HEADPHONE STAND
B0CD4BRZXW,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CD4BRZXW_allsrp_img6.jpg,,
B0CD4BRZXW,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CD4BRZXW_allsrp_img7.jpg,"ee 4 age _
: 4098q ANOA § swiaen J UBRIUHEAIS",age   4098q ANOA  swiaen  UBRIUHEAIS
B0CBG1YG5F,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CBG1YG5F_allsrp_img1.jpg,"Control Your Music And Calls witha

TOUCH

PRESS THE :
BUTTON To

Play,Pause, Skip Or, Answer

SLIDE LEFT/ RIGHT
© Change Song

\,
\

SLIDE UP/DOWN®©

Volume Increase/down","Control Your Music And Calls witha TOUCH PRESS THE  BUTTON  Play,Pause, Skip , Answer SLIDE LEFT RIGHT  Change Song ,  SLIDE UPDOWN Volume Increasedown"
B0CBG1YG5F,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CBG1YG5F_allsrp_img2.jpg,"SOLITUDE TO

WITH NOISE ISOLATION FEATW",SOLITUDE  WITH NOISE ISOLATION FEATW
B0CBG1YG5F,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CBG1YG5F_allsrp_img3.jpg,"Enjoy Your Wireless

SOUND

BLUETOOTH

V9.3",Enjoy Your Wireless SOUND BLUETOOTH .
B0CBG1YG5F,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CBG1YG5F_allsrp_img4.jpg,,
B0CBG1YG5F,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CBG1YG5F_allsrp_img5.jpg,"SOLITUDE TO

SOUL SOUND

WITH DEEP BASS

WITH NOISE ISOLATION FEATURE

BLUETOOTH

YOUR PERFECT FIT WITH THE
Revolving Headband

Relish Your Tunes For
HOURS

WITH UPTO 40 HOURS PLAYBACK TIME

40...

"" BLUETOOTH

V5.3",SOLITUDE  SOUL SOUND WITH DEEP BASS WITH NOISE ISOLATION FEATURE BLUETOOTH YOUR PERFECT FIT WITH THE Revolving Headband Relish Your Tunes For HOURS WITH UPTO  HOURS PLAYBACK TIME ...  BLUETOOTH .
B0CBG1YG5F,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CBG1YG5F_allsrp_img6.jpg,,
B0CBG1YG5F,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CBG1YG5F_allsrp_img7.jpg,,
B0CCRZPKR1,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCRZPKR1_allsrp_img1.jpg,,
B0CCRZPKR1,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCRZPKR1_allsrp_img2.jpg,"Best-in-
class sound

Sennheiser 42mm audiophile aptX
signature inspired Adaptive
sound transducer",Best-- class sound Sennheiser 42mm audiophile aptX signature inspired Adaptive sound transducer
B0CCRZPKR1,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCRZPKR1_allsrp_img3.jpg,"VETTED
2024",VETTED 2024
B0CCRZPKR1,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCRZPKR1_allsrp_img4.jpg,"oEST Op
Forbes
VETTED

2024)",oEST  Forbes VETTED 2024
B0CCRZPKR1,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCRZPKR1_allsrp_img5.jpg,"an

\

i
ey

Customizable

bespoke

audio stein Sanne",Customizable bespoke audio stein Sanne
B0CCRZPKR1,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCRZPKR1_allsrp_img6.jpg,"Hear what
you want

Adaptive noise Adjustable
cancellation transparency
mode",Hear what you want Adaptive noise Adjustable cancellation transparency mode
B0CCRZPKR1,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0CCRZPKR1_allsrp_img7.jpg,"Best-in- Ly
class sound S
Sennheiser 42mm autiaphile apex

signature rspired Adavtive
sound tranedicer",Best--  class sound  Sennheiser 42mm autiaphile apex signature rspired Adavtive sound tranedicer
B084BVXCBF,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B084BVXCBF_allsrp_img1.jpg,,
B084BVXCBF,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B084BVXCBF_allsrp_img2.jpg,,
B084BVXCBF,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B084BVXCBF_allsrp_img3.jpg,,
B084BVXCBF,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B084BVXCBF_allsrp_img4.jpg,"nme
Mobile/Tablet
Compatible",nme MobileTablet Compatible
B084BVXCBF,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B084BVXCBF_allsrp_img5.jpg,RUBBER FINISH,RUBBER FINISH
B084BVXCBF,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B084BVXCBF_allsrp_img6.jpg,,
B084BVXCBF,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B084BVXCBF_allsrp_img7.jpg,MONSTER BASS,MONSTER BASS
B0DGV465ZW,/Users/amankumar/Desktop/Aims/final data/images_all_scraped/B0DGV465ZW_allsrp_img1.jpg,,
